Дата замера	дата замера	Ртр МПа	Туст °С	газ м3/сут	конд-т м3/сут	вода м3/сут	ID	Куст	Группа
2019-05-19	2015-05-19	18.8	71	636089	NULL	NULL	112	К-А	Кувачи-Алат
2019-06-03	2015-06-03	18.1	75	746948	2.03	7.74	112	К-А	Кувачи-Алат
2019-06-09	2015-06-09	18.4	74	587759	5.82	2.1	112	К-А	Кувачи-Алат
2019-06-16	2015-06-16	18.1	74.8	615370	5.9	2.09	112	К-А	Кувачи-Алат
2019-06-22	2015-06-22	18.1	74	550635	5.21	2.07	112	К-А	Кувачи-Алат
2019-06-28	2015-06-28	18	74	562523	5.21	2.07	112	К-А	Кувачи-Алат
2019-07-04	2015-07-04	17.3	75	725190	6.81	2	112	К-А	Кувачи-Алат
2019-07-14	2015-07-14	15.6	76	954227	9.73	3.7	112	К-А	Кувачи-Алат
2019-07-26	2015-07-26	16.6	76	741.2	6.06	2.06	112	К-А	Кувачи-Алат
2019-07-27	2015-07-27	16.5	76	736.5	6.01	2.08	112	К-А	Кувачи-Алат
2019-08-05	2015-08-05	151	76	996193	6.85	0.02	112	К-А	Кувачи-Алат
2019-08-06	2015-08-06	151	76	993390	8.5	0.01	112	К-А	Кувачи-Алат
2019-08-24	2015-08-24	15.3	76	870432	8.86	0.003	112	К-А	Кувачи-Алат
2019-08-25	2015-08-25	153	76	874582	8.33	0.01	112	К-А	Кувачи-Алат
2019-09-10	2015-09-10	17.4	65	213186	8.33	0.01	112	К-А	Кувачи-Алат
2019-09-24	2015-09-24	17	67	267048	2.48	1.02	112	К-А	Кувачи-Алат
2019-10-07	2015-10-07	16.6	71	355744	2.28	0.49	112	К-А	Кувачи-Алат
2019-10-23	2015-10-23	14.8	76	851928	6.25	2.1	112	К-А	Кувачи-Алат
2019-11-10	2015-11-10	14.6	76	783366	6.58	0.86	112	К-А	Кувачи-Алат
2019-11-13	2015-11-13	14.7	76	742143	6.44	1.14	112	К-А	Кувачи-Алат
2019-11-18	2015-11-18	14.1	76	838427	6.51	1.2	112	К-А	Кувачи-Алат
2019-11-19	2015-11-19	14.1	75	839862	6.51	1.2	112	К-А	Кувачи-Алат
2019-12-12	2015-12-12	14.1	76	719767	5	1.16	112	К-А	Кувачи-Алат
2019-12-22	2015-12-22	14.4	75	589340	3.23	2.09	112	К-А	Кувачи-Алат
2019-12-23	2015-12-23	14.4	75	589342	3.23	2.09	112	К-А	Кувачи-Алат
2020-01-10	2016-01-10	14.2	75	602821	2.99	1.78	112	К-А	Кувачи-Алат
2020-01-20	2016-01-20	13.9	75	643440	3.02	2	112	К-А	Кувачи-Алат
2020-01-31	2016-01-31	13.9	75	606954	2.9	1.4	112	К-А	Кувачи-Алат
2020-02-01	2016-02-01	13.8	75	608457	3.02	1.95	112	К-А	Кувачи-Алат
2020-02-19	2016-02-19	13.4	74	604903	3.15	1.12	112	К-А	Кувачи-Алат
2020-02-29	2016-02-29	13.5	74	580295.8	2.72	2.05	112	К-А	Кувачи-Алат
2020-03-04	2016-03-04	13.6	75	540174	2.41	1.47	112	К-А	Кувачи-Алат
2020-03-18	2016-03-18	13.3	75	585423	1.6	0	112	К-А	Кувачи-Алат
2020-04-03	2016-04-03	13	75	587900	3.75	0.13	112	К-А	Кувачи-Алат
2020-04-18	2016-04-18	13.2	74	505054.1	2.71	0.97	112	К-А	Кувачи-Алат
2020-05-06	2016-05-06	13.2	74	464904	2.85	1.21	112	К-А	Кувачи-Алат
2020-05-07	2016-05-07	13	74	473000	3.6	5.9	112	К-А	Кувачи-Алат
2020-05-16	2016-05-16	13.1	73	447629	1.99	1.85	112	К-А	Кувачи-Алат
2020-05-30	2016-05-30	13	74	458500	2.75	9.4	112	К-А	Кувачи-Алат
2020-06-06	2016-06-06	12.5	75	575900	2.7	3.8	112	К-А	Кувачи-Алат
2020-06-14	2016-06-14	12	75	649924.2	2.66	1.48	112	К-А	Кувачи-Алат
2020-06-15	2016-06-15	12.3	74.8	622296.6	2.69	1.71	112	К-А	Кувачи-Алат
2020-07-05	2016-07-05	12.3	74	562500	2.6	1.7	112	К-А	Кувачи-Алат
2020-07-13	2016-07-13	12.3	74	517164	2.32	1.8	112	К-А	Кувачи-Алат
2020-08-15	2016-08-15	12.4	72	384058	1.65	1.67	112	К-А	Кувачи-Алат
2020-08-31	2016-08-31	11.4	75	573300	2.8	1.6	112	К-А	Кувачи-Алат
2020-09-15	2016-09-15	11.6	74	535724	1.7	1.72	112	К-А	Кувачи-Алат
2020-09-30	2016-09-30	10.1	75	786607.4	3.97	2.25	112	К-А	Кувачи-Алат
2020-10-12	2016-10-12	10	75	755462	3.22	0.63	112	К-А	Кувачи-Алат
2020-10-25	2016-10-25	89.9	74	872700	2.4	3.5	112	К-А	Кувачи-Алат
2020-10-26	2016-10-26	8.8	74	861900	3.4	3.5	112	К-А	Кувачи-Алат
2020-11-10	2016-11-10	8.5	73	835435	2.72	0.01	112	К-А	Кувачи-Алат
2020-11-22	2016-11-22	8.4	65	815211	3.129	1.12	112	К-А	Кувачи-Алат
2020-12-07	2016-12-07	8.8	74	733000	1.169	1.041	112	К-А	Кувачи-Алат
2020-12-19	2016-12-19	8.1	74	800100	3.4	3	112	К-А	Кувачи-Алат
2020-12-27	2016-12-27	7.9	73	802630	3.3	3	112	К-А	Кувачи-Алат
2021-01-08	2017-01-08	9.6	73	496354	1.4	2.8	112	К-А	Кувачи-Алат
2021-01-19	2017-01-19	8.9	74	617900	1.9	3.1	112	К-А	Кувачи-Алат
2021-01-20	2017-01-20	8.9	74	617750.3	2.33	3.08	112	К-А	Кувачи-Алат
2021-02-04	2017-02-04	9.5	73	465700	0.8	1.8	112	К-А	Кувачи-Алат
2021-02-05	2017-02-05	9.5	73	465000	0.9	2	112	К-А	Кувачи-Алат
2021-02-13	2017-02-13	9.3	73.3	498030	1.019	2.062	112	К-А	Кувачи-Алат
2021-03-20	2017-03-20	8.8	74.1	545080.2	1.19	1.87	112	К-А	Кувачи-Алат
2021-04-01	2017-04-01	7.4	73	752000	3.1	1.2	112	К-А	Кувачи-Алат
2021-04-08	2017-04-08	7.9	74	659000	1.3	1.5	112	К-А	Кувачи-Алат
2021-04-16	2017-04-16	7.2	74	731288	0.92	0.7	112	К-А	Кувачи-Алат
2021-04-24	2017-04-24	6.9	73	743976	1	1.8	112	К-А	Кувачи-Алат
2021-05-04	2017-05-04	6.9	73	709930	1.2	2.2	112	К-А	Кувачи-Алат
2021-05-10	2017-05-10	6.9	73	701498	0	0.2	112	К-А	Кувачи-Алат
2021-05-22	2017-05-22	6.8	73.3	678341.1	1.57	0.69	112	К-А	Кувачи-Алат
2021-06-13	2017-06-13	6.7	73	649778	1.61	2.8	112	К-А	Кувачи-Алат
2021-06-25	2017-06-25	6.8	73	626384	1.2	2.4	112	К-А	Кувачи-Алат
2021-07-11	2017-07-11	6.7	73.4	613268.3	1.623	3	112	К-А	Кувачи-Алат
2021-07-22	2017-07-22	6.6	73	608000	0.8	1.6	112	К-А	Кувачи-Алат
2021-08-02	2017-08-02	6.4	73	604500	1.8	0.02	112	К-А	Кувачи-Алат
2021-08-17	2017-08-17	6.8	72	509831	0.8	2.49	112	К-А	Кувачи-Алат
2021-08-21	2017-08-21	6.4	72	562580	2.8	2.9	112	К-А	Кувачи-Алат
2021-08-27	2017-08-27	6.3	72.8	565000	1.03	3.2	112	К-А	Кувачи-Алат
2021-09-05	2017-09-05	7.3	72.4	414781.4	1	3.3	112	К-А	Кувачи-Алат
2021-09-19	2017-09-19	7.2	72	380900	0.7	1.7	112	К-А	Кувачи-Алат
2021-09-20	2017-09-20	7.4	71.8	380580	0.396	1.41	112	К-А	Кувачи-Алат
2021-10-07	2017-10-07	7	73	388666	1.1	1.48	112	К-А	Кувачи-Алат
2021-10-18	2017-10-18	6.9	72	405220	1.5	3.5	112	К-А	Кувачи-Алат
2021-10-27	2017-10-27	6.7	73	446400	0.7	1.4	112	К-А	Кувачи-Алат
2021-10-31	2017-10-31	7.1	72.6	413833	0.7	1.4	112	К-А	Кувачи-Алат
2021-11-05	2017-11-05	7.3	71.7	358094.9	0.65	1.5	112	К-А	Кувачи-Алат
2021-11-17	2017-11-17	6.8	71	417000	0.7	1.6	112	К-А	Кувачи-Алат
2021-11-18	2017-11-18	6.8	71	416600	0.6	1.4	112	К-А	Кувачи-Алат
2021-12-06	2017-12-06	6.8	72.5	381656	0.6	1.82	112	К-А	Кувачи-Алат
2021-12-22	2017-12-22	6.8	72	377187	1.85	2.16	112	К-А	Кувачи-Алат
2022-01-03	2018-01-03	7.1	71.5	306952	0.737	2.23	112	К-А	Кувачи-Алат
2022-01-14	2018-01-14	7.1	71	340700	1.9	1.8	112	К-А	Кувачи-Алат
2022-01-15	2018-01-15	7.1	70.4	340469	1.5	2.3	112	К-А	Кувачи-Алат
2022-01-26	2018-01-26	7.3	70	309865	0.47	0.515	112	К-А	Кувачи-Алат
2022-02-08	2018-02-08	7.2	71	330400	0.9	1.8	112	К-А	Кувачи-Алат
2022-02-14	2018-02-14	7.4	68.2	284463	1.1	1.397	112	К-А	Кувачи-Алат
2022-02-22	2018-02-22	7.5	68.2	248474.9	1.1	1.53	112	К-А	Кувачи-Алат
2022-03-06	2018-03-06	7.5	68	247100	1.2	2.1	112	К-А	Кувачи-Алат
2022-03-13	2018-03-13	7.5	66	212200	1.1	1.7	112	К-А	Кувачи-Алат
2022-03-19	2018-03-19	7.5	67	232517	1.1	1	112	К-А	Кувачи-Алат
2022-04-09	2018-04-09	7.4	67.1	243859	1.1	2.143	112	К-А	Кувачи-Алат
2022-04-18	2018-04-18	7.3	68	255363.5	1.145	2.12	112	К-А	Кувачи-Алат
2022-04-29	2018-04-29	7.6	65	201000	0.4	0.8	112	К-А	Кувачи-Алат
2022-05-03	2018-05-03	6.9	71	364000	1.1	2.1	112	К-А	Кувачи-Алат
2022-05-07	2018-05-07	6.6	72	407000	0.8	1.8	112	К-А	Кувачи-Алат
2022-06-10	2018-06-10	7.4	64.5	242082.7	0.6	1.5	112	К-А	Кувачи-Алат
2022-06-25	2018-06-25	7.1	69	276000	0.5	1.1	112	К-А	Кувачи-Алат
2022-07-05	2018-07-05	7.2	66	272400	3.3	3.6	112	К-А	Кувачи-Алат
2022-07-06	2018-07-06	7.2	67.6	275807	2.04	3.11	112	К-А	Кувачи-Алат
2022-07-19	2018-07-19	6.6	71.8	372881	1.079	3.5	112	К-А	Кувачи-Алат
2022-08-08	2018-08-08	6.6	71.5	337750.5	1.53	3.4	112	К-А	Кувачи-Алат
2022-08-20	2018-08-20	6.4	72	368500	0.8	1.8	112	К-А	Кувачи-Алат
2022-09-05	2018-09-05	6.8	70.3	303703	0.878	0.71	112	К-А	Кувачи-Алат
2022-09-12	2018-09-12	6.5	71.6	347703	0.645	1.65	112	К-А	Кувачи-Алат
2022-09-18	2018-09-18	6.7	71	309400	1.2	1.762	112	К-А	Кувачи-Алат
2022-10-05	2018-10-05	6.4	70.3	338232	1.47	1.8	112	К-А	Кувачи-Алат
2022-10-18	2018-10-18	6.5	70	291400	0.4	1.5	112	К-А	Кувачи-Алат
2022-10-20	2018-10-20	6.5	70	305600	0.8	1.9	112	К-А	Кувачи-Алат
2022-10-22	2018-10-22	6.4	71	318400	1.2	1.5	112	К-А	Кувачи-Алат
2022-10-31	2018-10-31	6.3	70.5	275257	1.526	1.52	112	К-А	Кувачи-Алат
2022-11-01	2018-11-01	6.4	70.4	294834	1.875	1.5	112	К-А	Кувачи-Алат
2022-11-15	2018-11-15	6.2	71.2	329730	1.04	0.35	112	К-А	Кувачи-Алат
2022-11-16	2018-11-16	6.1	71.8	328340	1.467	2.227	112	К-А	Кувачи-Алат
2022-11-26	2018-11-26	6.3	70.5	304741	1.443	1.59	112	К-А	Кувачи-Алат
2022-12-02	2018-12-02	6.3	70.4	291600.1	0.697	1.11	112	К-А	Кувачи-Алат
2022-12-14	2018-12-14	6.1	69	303500	0.7	1.1	112	К-А	Кувачи-Алат
2022-12-25	2018-12-25	6.1	69.7	299524	0.7	1.7	112	К-А	Кувачи-Алат
2023-01-01	2019-01-01	6.2	70	288332	1.835	1.8	112	К-А	Кувачи-Алат
2023-01-16	2019-01-16	6.3	69.3	291174	1.8	0	112	К-А	Кувачи-Алат
2023-01-22	2019-01-22	6.2	70.5	297912.2	1.1	1.8	112	К-А	Кувачи-Алат
2023-02-04	2019-02-04	6.3	69	275000	0.7	1.3	112	К-А	Кувачи-Алат
2023-02-07	2019-02-07	6	70	326500	1.5	1.7	112	К-А	Кувачи-Алат
2023-02-18	2019-02-18	6.4	68.2	250410	1.43	1.71	112	К-А	Кувачи-Алат
2023-02-20	2019-02-20	6.1	70.4	317502	1.5	1.95	112	К-А	Кувачи-Алат
2023-02-23	2019-02-23	6.1	70.1	291128	1.505	2.12	112	К-А	Кувачи-Алат
2023-03-14	2019-03-14	5.9	71	295300	1.28	1.96	112	К-А	Кувачи-Алат
2023-03-17	2019-03-17	5.9	70.9	296400	1.05	2.07	112	К-А	Кувачи-Алат
2023-03-28	2019-03-28	5.8	69	291500	0.6	1.5	112	К-А	Кувачи-Алат
2023-04-04	2019-04-04	5.9	69	276000	1.5	2.5	112	К-А	Кувачи-Алат
2023-04-18	2019-04-18	5.8	69.9	292636	1.577	2.238	112	К-А	Кувачи-Алат
2023-04-26	2019-04-26	5.8	70.7	298874	1.2	1.579	112	К-А	Кувачи-Алат
2023-05-06	2019-05-06	6.1	68.7	232900	1.164	1.584	112	К-А	Кувачи-Алат
2023-05-07	2019-05-07	6.2	67.4	227702	1.615	1.604	112	К-А	Кувачи-Алат
2023-05-08	2019-05-08	5.8	69.4	224807.1	1.5	1.6	112	К-А	Кувачи-Алат
2023-05-18	2019-05-18	5.9	70	276108.2	2.251	1.7	112	К-А	Кувачи-Алат
2019-05-16	2015-05-16	118	49	115064	NULL	NULL	113	К-А	Кувачи-Алат
2019-05-19	2015-05-19	11.9	50	144895	NULL	NULL	113	К-А	Кувачи-Алат
2019-06-05	2015-06-05	12	62	129937	1.19	1.1	113	К-А	Кувачи-Алат
2019-06-10	2015-06-10	12.2	62	250710	2.28	2.2	113	К-А	Кувачи-Алат
2019-06-17	2015-06-17	12	63	254435	2.19	2.07	113	К-А	Кувачи-Алат
2019-06-23	2015-06-23	12.7	62	234000	2.04	2	113	К-А	Кувачи-Алат
2019-06-29	2015-06-29	12.4	63	242982	2.06	1.98	113	К-А	Кувачи-Алат
2019-07-06	2015-07-06	12.1	63	245954	2.06	2.02	113	К-А	Кувачи-Алат
2019-07-16	2015-07-16	12.1	64	239842	1.9	1.87	113	К-А	Кувачи-Алат
2019-07-17	2015-07-17	12.1	63	238892	1.91	1.9	113	К-А	Кувачи-Алат
2019-07-28	2015-07-28	12.4	63	227.1	1.79	1.67	113	К-А	Кувачи-Алат
2019-07-29	2015-07-29	12.3	63	227215	1.91	1.67	113	К-А	Кувачи-Алат
2019-08-07	2015-08-07	12.3	63	221200	1.8	1.53	113	К-А	Кувачи-Алат
2019-08-08	2015-08-08	12.2	63	223127	1.83	1.83	113	К-А	Кувачи-Алат
2019-08-16	2015-08-16	12.9	62	194278	1.77	1.57	113	К-А	Кувачи-Алат
2019-08-19	2015-08-19	12.4	62	244885	3.94	3.57	113	К-А	Кувачи-Алат
2019-08-21	2015-08-21	12.4	62	239438	2.45	0.55	113	К-А	Кувачи-Алат
2019-08-27	2015-08-27	13.3	60	171818	2.4	0.16	113	К-А	Кувачи-Алат
2019-08-28	2015-08-28	12.9	62	212737	1.89	1.52	113	К-А	Кувачи-Алат
2019-09-11	2015-09-11	13.6	60	166980	0	0	113	К-А	Кувачи-Алат
2019-09-25	2015-09-25	13.5	60	165124	2.31	1.46	113	К-А	Кувачи-Алат
2019-10-15	2015-10-15	13.2	61	177574	1.665	1.142	113	К-А	Кувачи-Алат
2019-10-26	2015-10-26	13.7	58	140510	0.33	0.68	113	К-А	Кувачи-Алат
2019-11-09	2015-11-09	11.6	63	215000	1.24	0.41	113	К-А	Кувачи-Алат
2019-11-21	2015-11-21	13.8	56	114096	1	0.4	113	К-А	Кувачи-Алат
2019-12-02	2015-12-02	12.8	58	150726	2.27	0.49	113	К-А	Кувачи-Алат
2019-12-14	2015-12-14	12.6	59	151741	1.24	1.3	113	К-А	Кувачи-Алат
2019-12-25	2015-12-25	12.5	59	153468	1.6	1.37	113	К-А	Кувачи-Алат
2019-12-27	2015-12-27	12.5	59	154969	1.96	0.56	113	К-А	Кувачи-Алат
2020-01-12	2016-01-12	12.8	57	136536	1.7	1.5	113	К-А	Кувачи-Алат
2020-01-22	2016-01-22	12.1	59	153792	0.5	0.72	113	К-А	Кувачи-Алат
2020-02-03	2016-02-03	11.9	59	154018	1.51	1.3	113	К-А	Кувачи-Алат
2020-02-17	2016-02-17	11.9	58	147042	1.39	1.3	113	К-А	Кувачи-Алат
2020-03-02	2016-03-02	11.9	58	139855	1.35	1.38	113	К-А	Кувачи-Алат
2020-03-16	2016-03-16	11.7	59	142500	1.785	1.29	113	К-А	Кувачи-Алат
2020-04-01	2016-04-01	11	60	165110	1.29	1.24	113	К-А	Кувачи-Алат
2020-04-17	2016-04-17	11	60	166187.6	1.85	1.46	113	К-А	Кувачи-Алат
2020-05-01	2016-05-01	11	59	144944	2.47	0.8	113	К-А	Кувачи-Алат
2020-05-15	2016-05-15	10.8	59	150268	1.06	1.59	113	К-А	Кувачи-Алат
2020-05-27	2016-05-27	11.1	58	132131	0.8	0	113	К-А	Кувачи-Алат
2020-06-07	2016-06-07	10.7	58	128251	0	0	113	К-А	Кувачи-Алат
2020-06-16	2016-06-16	11	58	132062.9	0.8	1.41	113	К-А	Кувачи-Алат
2020-07-07	2016-07-07	9.9	60	156500	2.9	1.5	113	К-А	Кувачи-Алат
2020-07-14	2016-07-14	10.3	58	141879	0.98	1.48	113	К-А	Кувачи-Алат
2020-08-25	2016-08-25	10.5	56	122400	0	0.04	113	К-А	Кувачи-Алат
2020-09-04	2016-09-04	9.6	59	145981	0	0.97	113	К-А	Кувачи-Алат
2020-09-17	2016-09-17	9	59.5	155940	0.85	1.51	113	К-А	Кувачи-Алат
2020-09-25	2016-09-25	9.3	58.5	141934	1	1.5	113	К-А	Кувачи-Алат
2020-09-27	2016-09-27	9.5	51	144000	0.8	0.9	113	К-А	Кувачи-Алат
2020-10-12	2016-10-12	6.7	62	188616	0.79	2.36	113	К-А	Кувачи-Алат
2020-10-29	2016-10-29	7.5	60	167220	0.3	1.52	113	К-А	Кувачи-Алат
2020-11-05	2016-11-05	7.2	60	189146	3.7	1.18	113	К-А	Кувачи-Алат
2020-11-18	2016-11-18	6.8	60	169282	1.084	1.92	113	К-А	Кувачи-Алат
2020-12-01	2016-12-01	7.5	59	156139.4	0.73	1.69	113	К-А	Кувачи-Алат
2020-12-08	2016-12-08	7.9	57	141373.9	0.934	1.097	113	К-А	Кувачи-Алат
2020-12-23	2016-12-23	7	59	155110	0.86	1.1	113	К-А	Кувачи-Алат
2021-01-05	2017-01-05	8.7	53	104666	0.003	0.2	113	К-А	Кувачи-Алат
2021-01-17	2017-01-17	7.7	58	147200	0.4	1.3	113	К-А	Кувачи-Алат
2021-02-07	2017-02-07	8.1	56	126721	0.48	2	113	К-А	Кувачи-Алат
2021-03-07	2017-03-07	7.4	56	124877.4	0.013	1.81	113	К-А	Кувачи-Алат
2021-03-08	2017-03-08	7.4	55.8	124870.1	0.01	1.417	113	К-А	Кувачи-Алат
2021-03-21	2017-03-21	7.3	57	124540.6	0.615	0.86	113	К-А	Кувачи-Алат
2021-03-26	2017-03-26	6.5	57.7	164421	0.767	1.11	113	К-А	Кувачи-Алат
2021-03-27	2017-03-27	6.4	58.4	154201	0.7	1.1	113	К-А	Кувачи-Алат
2021-04-04	2017-04-04	6.7	56.7	124563	0.6	0.8	113	К-А	Кувачи-Алат
2021-04-18	2017-04-18	6.6	57	116905	0.55	1.03	113	К-А	Кувачи-Алат
2021-04-25	2017-04-25	6.2	58	128888	0.49	1.1	113	К-А	Кувачи-Алат
2021-05-05	2017-05-05	6.2	58	117797	0.15	0.375	113	К-А	Кувачи-Алат
2021-05-12	2017-05-12	6.2	58	112828	0.34	1.16	113	К-А	Кувачи-Алат
2021-05-18	2017-05-18	6.2	57.2	111661.5	0.451	0.998	113	К-А	Кувачи-Алат
2021-05-25	2017-05-25	6.2	57	109926	1.697	1.598	113	К-А	Кувачи-Алат
2021-05-27	2017-05-27	6.3	56	109000	0.25	1	113	К-А	Кувачи-Алат
2021-06-15	2017-06-15	6.2	57	105797	0.2	1	113	К-А	Кувачи-Алат
2021-06-27	2017-06-27	6.2	55	114848	0	0.48	113	К-А	Кувачи-Алат
2021-06-28	2017-06-28	6.3	56	113028	0.59	0.67	113	К-А	Кувачи-Алат
2021-07-04	2017-07-04	6.4	55.6	97500	0	0.84	113	К-А	Кувачи-Алат
2021-07-05	2017-07-05	6.4	63.9	100040	0.19	0.925	113	К-А	Кувачи-Алат
2021-07-07	2017-07-07	6.4	56	100325	0.1	0.32	113	К-А	Кувачи-Алат
2021-07-11	2017-07-11	6.3	56	103886	0.1	0.32	113	К-А	Кувачи-Алат
2021-08-05	2017-08-05	6	54.7	105032	0.4	0.8	113	К-А	Кувачи-Алат
2021-08-17	2017-08-17	6.4	54	92020	0.1	0.2	113	К-А	Кувачи-Алат
2021-08-27	2017-08-27	5.9	55	95700	0.1	1.095	113	К-А	Кувачи-Алат
2021-09-07	2017-09-07	6.8	52	79177	0.1	1.23	113	К-А	Кувачи-Алат
2021-09-14	2017-09-14	6.6	51	79429.5	0.1	1	113	К-А	Кувачи-Алат
2021-09-21	2017-09-21	6.8	52	77250	0	0	113	К-А	Кувачи-Алат
2021-09-22	2017-09-22	6.8	51.9	75950	0	0.015	113	К-А	Кувачи-Алат
2021-10-08	2017-10-08	6.7	51	72540	0.1	1.2	113	К-А	Кувачи-Алат
2021-10-20	2017-10-20	6.4	52	77355	0.2	0.795	113	К-А	Кувачи-Алат
2021-11-06	2017-11-06	7.3	41.5	34736.3	0	0.01	113	К-А	Кувачи-Алат
2021-11-11	2017-11-11	6.6	50.8	78420	0.1	0.3	113	К-А	Кувачи-Алат
2021-12-07	2017-12-07	6.6	49	76339	0.1	0.37	113	К-А	Кувачи-Алат
2021-12-08	2017-12-08	6.6	48.5	76598	0.1	0.36	113	К-А	Кувачи-Алат
2021-12-21	2017-12-21	6.9	46.9	66265	0.1	0.24	113	К-А	Кувачи-Алат
2022-01-05	2018-01-05	6.8	48	62000	0.1	0.3	113	К-А	Кувачи-Алат
2022-01-17	2018-01-17	6.6	48	63100	0.1	0.3	113	К-А	Кувачи-Алат
2022-01-23	2018-01-23	6.7	48	67104	0.1	0.3	113	К-А	Кувачи-Алат
2022-01-25	2018-01-25	6.9	46	62917	0.1	0.3	113	К-А	Кувачи-Алат
2022-02-10	2018-02-10	6.6	47.9	61000	0.14	0.3	113	К-А	Кувачи-Алат
2022-02-22	2018-02-22	6.7	47.2	58970	0.15	0.355	113	К-А	Кувачи-Алат
2022-03-07	2018-03-07	6.6	47	57600	0.1	0.6	113	К-А	Кувачи-Алат
2022-03-21	2018-03-21	6.6	47	68675	0.1	1	113	К-А	Кувачи-Алат
2022-04-03	2018-04-03	6.4	47.8	66207	0.46	0.903	113	К-А	Кувачи-Алат
2022-04-13	2018-04-13	6.3	47.9	60738	0.495	1.073	113	К-А	Кувачи-Алат
2022-04-23	2018-04-23	6.4	47	59078.1	0.5	1.433	113	К-А	Кувачи-Алат
2022-04-30	2018-04-30	6.7	45	54900	0.1	0.25	113	К-А	Кувачи-Алат
2022-05-08	2018-05-08	6.3	36	53800	0.1	0.3	113	К-А	Кувачи-Алат
2022-05-21	2018-05-21	6.2	29.3	53705	0.1	0.315	113	К-А	Кувачи-Алат
2022-05-22	2018-05-22	6.3	34	53755	0.1	0.3	113	К-А	Кувачи-Алат
2022-06-15	2018-06-15	5.9	28.7	43479	0.1	0.2	113	К-А	Кувачи-Алат
2022-06-27	2018-06-27	5.9	28	14400	0	1	113	К-А	Кувачи-Алат
2022-06-28	2018-06-28	5.9	29	18300	0.1	0.3	113	К-А	Кувачи-Алат
2022-06-29	2018-06-29	6	29	18500	0.1	0.6	113	К-А	Кувачи-Алат
2022-07-01	2018-07-01	5.9	29	17700	0.1	0.9	113	К-А	Кувачи-Алат
2022-07-02	2018-07-02	5.9	28	14550	0.05	0.2	113	К-А	Кувачи-Алат
2022-07-07	2018-07-07	5.7	48	61621	0.133	0.188	113	К-А	Кувачи-Алат
2022-07-08	2018-07-08	5.8	46.6	70572	0.1	0.01	113	К-А	Кувачи-Алат
2022-07-09	2018-07-09	5.9	45.9	71045	0.1	0.165	113	К-А	Кувачи-Алат
2022-07-21	2018-07-21	6	46.4	52787	0.158	0.45	113	К-А	Кувачи-Алат
2022-07-22	2018-07-22	6	47.3	53127.5	0.18	0.225	113	К-А	Кувачи-Алат
2022-08-07	2018-08-07	6.4	33.4	18881.1	0	0.008	113	К-А	Кувачи-Алат
2022-08-15	2018-08-15	6.2	44.6	60896	0.1	0.3	113	К-А	Кувачи-Алат
2022-08-16	2018-08-16	6.2	44.7	60334	0.1	0.3	113	К-А	Кувачи-Алат
2022-09-07	2018-09-07	6	45.5	49525	0.1	0.458	113	К-А	Кувачи-Алат
2022-09-20	2018-09-20	6.1	37	26310	0.1	0.218	113	К-А	Кувачи-Алат
2022-09-21	2018-09-21	6.1	44.9	53425	0.1	0.1	113	К-А	Кувачи-Алат
2022-09-22	2018-09-22	6.1	45.6	50150	0.1	0.229	113	К-А	Кувачи-Алат
2022-09-23	2018-09-23	6.1	44.2	51835	0.1	0.3	113	К-А	Кувачи-Алат
2022-09-26	2018-09-26	6.1	44	24500	0	0	113	К-А	Кувачи-Алат
2022-09-27	2018-09-27	6.1	44.8	62500	0.492	2.078	113	К-А	Кувачи-Алат
2022-09-30	2018-09-30	6.1	43.8	52884	0.293	0.315	113	К-А	Кувачи-Алат
